Артикул;Название;Изображения;"Длина спального места";"Длина макс";Длина;Высота;"Ширина стула";"Высота сиденья";"Ширина спального места";Ширина;"Высота стула";"Глубина стула";"Материал столешницы";"Материал сиденья";"Материал каркаса";Материал;"Цвет столешницы";"Цвет сиденья";"Цвет обивки";"Цвет металла";"Цвет каркаса";"Цвет дерева";Описание;Вес;Объем;"Страна происхождения";Производитель;"По раскладке";"Цена опт 1";"Цена опт 2";"Цена РРЦ";"EAS 1";"EAS 2";"Общий остаток";"Дата поступления"
AZHUR8331CORPPLGBCHW;"Стул AZHUR CORAL М-City";"https://mebelcity.com/upload/iblock/7dd/7ddd621b495a0fadea89229f8fcceee7.jpg https://mebelcity.com/upload/iblock/a1d/a1dde4fcb681b57d050753c459b2d0c0.jpg https://mebelcity.com/upload/iblock/b36/b36c52a671000982037957786edbf431.jpg https://mebelcity.com/upload/iblock/be4/be430415bdf2383bdf3de602577e87d6.jpg";;;;;43;43;;;77;51;;"Пластик/ Ткань";"Массив бука";;;"Коралл/ Светло-серый";;;Натуральный;;"<h1>Стул AZHUR CORAL с светло-серым сиденьем</h1>
<p>Сиденье выполнено из высокотехнологичного пластика.</p>
<p>Стул AZHUR  отличается оригинальным дизайном и эргономичностью. Ножки стула выполнены из массива бука.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,05;0,04;Китай;"BAZHOU CITY BIAOXIANG FURNITURE CO., LTD";;2350.00;2450.00;3750.00;1958.00;2166.00;265;
XSDT008231014K;"Стол BRICK-2 120 Дуб #31014K М-City";"https://mebelcity.com/upload/iblock/a21/a2102828da78f55eae2bc617fea4e4d8.jpg https://mebelcity.com/upload/iblock/0ff/0ff9e23965b15fa8a460055022cf706f.jpg https://mebelcity.com/upload/iblock/ebd/ebd1d7b25e8760c20783854ab6139ee4.jpg https://mebelcity.com/upload/iblock/dd3/dd3c4229b2a339a3522516c34f468f64.jpg https://mebelcity.com/upload/iblock/08f/08fe650ccbeb0fbb3b8438f64100244a.jpg";;160;120;75;;;;80;;;"МДФ + 3D ламинат";;Металл;;"Дуб винтажный";;;;Чёрный;;"<h1>Стол BRICK-2 120 см</h1>
<p>Раскладной обеденный стол на металлокаркасе.</p>
<p>Металлические ножки стола - в черном цвете. Столешница - 3D ламинированный МДФ</p>
<li>Упакован в 1 коробку.</li>
</ul> 
";40;0,28;Китай;"TIANJIN COMMUNITRADE INTERNATIONAL TRADING CO., LTD ";Раскладной;9500.00;10000.00;15200.00;7916.00;8708.00;205;
XS2485G06278;"Стул DISCO G062-78 розовый, велюр М-City";"https://mebelcity.com/upload/iblock/140/1406012bb4bbe0d453eeb5846255297b.jpg https://mebelcity.com/upload/iblock/0cb/0cbdfe939a1df1d3fc49122c15223018.jpg https://mebelcity.com/upload/iblock/6ac/6acac495b963a9f0db8d9a511a6a33af.jpg";;;;;45;47;;;78;53;;Ткань;Металл;;;Розовый;;;Серый;;"<h1>Стул DISCO на металлокаркасе</h1>
<p>Сиденье обито велюром розового цвета.</p>
<p>Ножки стула - металл темно-серого цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,5;0,052;Китай;"TIANJIN COMMUNITRADE INTERNATIONAL TRADING CO., LTD ";;2400.00;2500.00;3850.00;2000.00;2208.00;;
XS2485G06281;"Стул DISCO G062-81 голубой, велюр М-City";"https://mebelcity.com/upload/iblock/6ab/6ab0f610a602fd13354c5daa964fa135.jpg https://mebelcity.com/upload/iblock/af5/af5ec8818d59c1c57738a5cb5bf1f1e4.jpg https://mebelcity.com/upload/iblock/c32/c32458e80fbf91d626a5c1f8bc7e57c5.jpg";;;;;45;47;;;78;53;;Ткань;Металл;;;Голубой;;;Серый;;"<h1>Стул DISCO на металлокаркасе</h1>
<p>Сиденье обито велюром голубого цвета.</p>
<p>Ножки стула - металл темно-серого цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,5;0,052;Китай;"TIANJIN COMMUNITRADE INTERNATIONAL TRADING CO., LTD ";;2400.00;2500.00;3850.00;2000.00;2208.00;;
XS2426PU614;"Стул KELLY кремовый PU#614 М-City";"https://mebelcity.com/upload/iblock/440/4405f7eafa2b30d3ff053d1950de4baf.jpg https://mebelcity.com/upload/iblock/0e9/0e9f0ba3af7ffb27d93ca4a6e226d67c.jpg https://mebelcity.com/upload/iblock/b15/b1531c2d7e6cfc0386ac848777bb08d8.jpg";;;;;44;45;;;99;49;;Экокожа;Металл;;;Кремовый;;;Хром;;"<h1>Стул KELLY кремовый</h1>
<p>Сиденье обито экокожей.</p>
<p>Каркас хромированный.</p>
<p>Упакован - 4 шт./2 кор.</p>
";8;0,1;Китай;"TIANJIN COMMUNITRADE INTERNATIONAL TRADING CO., LTD ";;2650.00;2800.00;4250.00;2208.00;2416.00;2;
XS2426PU718;"Стул KELLY бежевый PU#718 М-City";"https://mebelcity.com/upload/iblock/8ff/8ff4939301c5d6b3a9cb77b3b7a45bf4.jpg https://mebelcity.com/upload/iblock/431/431a208852a338e5db73826d1616a90e.jpg https://mebelcity.com/upload/iblock/177/177daea866a424343f2669bafb71a327.jpg";;;;;44;45;;;99;49;;Экокожа;Металл;;;Бежевый;;;Хром;;"<h1>Стул KELLY бежевый</h1>
<p>Сиденье обито экокожей.</p>
<p>Каркас хромированный.</p>
<p>Упакован - 4 шт./2 кор.</p>
";8;0,1;Китай;"TIANJIN COMMUNITRADE INTERNATIONAL TRADING CO., LTD ";;2650.00;2800.00;4250.00;2208.00;2416.00;;
XS2426PU613;"Стул KELLY светло серый PU#613 М-City";"https://mebelcity.com/upload/iblock/a86/a868d8d96ae3483d33ed2998f51ae4bc.jpg https://mebelcity.com/upload/iblock/f09/f0985002824c7e87df8b2cc596124b97.jpg https://mebelcity.com/upload/iblock/710/7105e2408eca8f12333226acb8ee3efb.jpg";;;;;44;45;;;99;49;;Экокожа;Металл;;;Светло-серый;;;Хром;;"<h1>Стул KELLY светло серый</h1>
<p>Сиденье обито экокожей.</p>
<p>Каркас хромированный.</p>
<p>Упакован - 4 шт./2 кор.</p>
";8;0,1;Китай;"TIANJIN COMMUNITRADE INTERNATIONAL TRADING CO., LTD ";;2650.00;2800.00;4250.00;2208.00;2416.00;5;
XSDT0082310154K;"Стол BRICK-2 120 Серый дуб #31054K М-City";"https://mebelcity.com/upload/iblock/032/032cf1d83bd9c8a9de71b21b21cd1be6.jpg https://mebelcity.com/upload/iblock/7c4/7c4fcced246ffbbe519905bcb2b8c7ba.jpg https://mebelcity.com/upload/iblock/05c/05c7bf8b5ba5a291165e02c0e80ccb38.jpg https://mebelcity.com/upload/iblock/656/656f5feb9fe7c8ed398888b73cd49fad.jpg https://mebelcity.com/upload/iblock/a51/a5130ba86f39125843dac38f1a747832.jpg";;160;120;75;;;;80;;;"МДФ + 3D ламинат";;Металл;;"Дуб серый";;;;Чёрный;;"<h1>Стол BRICK-2 120 см серый дуб</h1>
<p>Раскладной обеденный стол на металлокаркасе.</p>
<p>Металлические ножки стола - в черном цвете. Столешница - 3D ламинированный МДФ серого цвета</p>
<li>Упакован в 1 коробку.</li>
</ul> 
";40;0,28;Китай;"TIANJIN COMMUNITRADE INTERNATIONAL TRADING CO., LTD ";Раскладной;9500.00;10000.00;15200.00;7916.00;8708.00;211;
XSDT00831054K;"Стол BRICK 140 Серый дуб #31054K М-City";"https://mebelcity.com/upload/iblock/da0/da0d58f845f86be93665530121cc868a.jpg https://mebelcity.com/upload/iblock/7e5/7e507f23168ae6c2efcbe82cb81040a8.jpg https://mebelcity.com/upload/iblock/9b6/9b69a1aff2a44d597523788dca090067.jpg https://mebelcity.com/upload/iblock/17a/17a2db45931fbde9715fc0194a164102.jpg https://mebelcity.com/upload/iblock/df9/df9135d626080c9bc95d05a58544209b.jpg";;180;140;75;;;;80;;;"МДФ + 3D ламинат";;Металл;;"Дуб серый";;;;Чёрный;;"<h1>Стол BRICK 140 см серый дуб</h1>
<p>Раскладной обеденный стол на металлокаркасе.</p>
<p>Металлические ножки стола - в черном цвете. Столешница - 3D ламинированный МДФ серого цвета</p>
<li>Упакован в 1 коробку.</li>
</ul> 
";41;0,32;Китай;"TIANJIN COMMUNITRADE INTERNATIONAL TRADING CO., LTD ";Раскладной;10100.00;10600.00;16150.00;8416.00;9250.00;177;
XSDT008131054K;"Стол BRICK-1 160 Серый дуб #31054K М-City";"https://mebelcity.com/upload/iblock/430/430a2dd39b993af8ba5ae4c4bf391c08.jpg https://mebelcity.com/upload/iblock/6d9/6d9563cadc7eb1114b2c34b6bf401175.jpg https://mebelcity.com/upload/iblock/03a/03a99bd3db74ce5924d94eeea682066e.jpg https://mebelcity.com/upload/iblock/c50/c50d57ce4e47d6882d172b3f7301eeca.jpg https://mebelcity.com/upload/iblock/530/5306692ba75e7e06596455d69f751cd1.jpg";;200;160;75;;;;90;;;"МДФ + 3D ламинат";;Металл;;"Дуб серый";;;;Чёрный;;"<h1>Стол BRICK-1 160 см серый дуб</h1>
<p>Раскладной обеденный стол на металлокаркасе.</p>
<p>Металлические ножки стола - в черном цвете. Столешница - 3D ламинированный МДФ серого цвета</p>
<li>Упакован в 1 коробку.</li>
</ul> 
";42,4;0,35;Китай;"TIANJIN COMMUNITRADE INTERNATIONAL TRADING CO., LTD ";Раскладной;12100.00;12700.00;19350.00;10083.00;11083.00;98;
DOUGLGREY;"Стол DOUGLAS 140 серый матовый/ матовое стекло М-City";"https://mebelcity.com/upload/iblock/4f1/4f11b7596b23c142155c7f766059e268.jpg https://mebelcity.com/upload/iblock/485/485b34feb6269116d14b93ff2d71b680.jpg https://mebelcity.com/upload/iblock/17f/17ffd6edaced1b07e7c505b36fac8e2e.jpg https://mebelcity.com/upload/iblock/12e/12ec77dd73cae13aacc13cc6bcb4c206.jpg https://mebelcity.com/upload/iblock/a64/a64301bffecd6d89d41b1e72c36d2f62.jpg https://mebelcity.com/upload/iblock/055/0552d4ad5bd23e8c839a7d4b25da3a45.jpg";;180;140;76;;;;80;;;"МДФ\Стекло закаленное";;Металл;;"Серый матовый";;;;"Серый матовый";;"<h1>Стол DOUGLAS 140 серый матовый</h1>
<p>Раскладной обеденный стол на 4-х ножках.</p>
<p>Описание модели: </p>
<li>Столешница - МДФ окрашенный + матовое стекло серого цвета.</li>
<li>Легко раскладывается, вставка ""бабочка"" (без стекла), хранится под столешницей.</li>
<li>Ноги стола - металл, окрашенный в цвет столешницы - серый.</li>
<li>Упакован в 1 коробку.</li>
";65;0,23;Китай;"ESOU (LANGFANG) IMPORT AND EXPORT TRADE COMPANY LIMITED";Раскладной;16850.00;17700.00;26950.00;14041.00;15458.00;19;
DOUGLMDF1;"Стол DOUGLAS 140 белый матовый/ матовое стекло М-City";"https://mebelcity.com/upload/iblock/fda/fdafa302bdaea39161ea406e8a72ac0f.jpg https://mebelcity.com/upload/iblock/dfc/dfcca37914071e8618cb9a24044570b3.jpg https://mebelcity.com/upload/iblock/a3f/a3ff2157246bca575a099e975261d4e4.jpg https://mebelcity.com/upload/iblock/d08/d081eea194e723debc6612ff213cba0f.jpg https://mebelcity.com/upload/iblock/d8e/d8eca128e88fd1c1b601c549779edb45.jpg https://mebelcity.com/upload/iblock/dd6/dd6a195922e2910acab469f52c11b233.jpg";;180;140;76;;;;80;;;"МДФ\Стекло закаленное";;Металл;;"Белый матовый";;;;"Белый матовый";;"<h1>Стол DOUGLAS 140 белый матовый</h1>
<p>Раскладной обеденный стол на 4-х ножках.</p>
<p>Описание модели: </p>
<li>Столешница - МДФ окрашенный + матовое стекло белого цвета.</li>
<li>Легко раскладывается, вставка ""бабочка"" (без стекла), хранится под столешницей.</li>
<li>Ноги стола - металл, окрашенный в цвет столешницы - белый.</li>
<li>Упакован в 1 коробку.</li>
";65;0,23;Китай;"ESOU (LANGFANG) IMPORT AND EXPORT TRADE COMPANY LIMITED";Раскладной;16850.00;17700.00;26950.00;14041.00;15458.00;;
DOUGLCHAMP;"Стол DOUGLAS 140 шампань матовый/ матовое стекло М-City";"https://mebelcity.com/upload/iblock/a66/a664f3affbf8c99ddd6095b202e1026e.jpg https://mebelcity.com/upload/iblock/f0a/f0a36ee7919df922ad81fdcdc0ed9182.jpg https://mebelcity.com/upload/iblock/bd3/bd352a6ecd92a96d472e75ce3dbed0cb.jpg https://mebelcity.com/upload/iblock/eca/eca3ab03022e9273a0c8c75cf9a408ab.jpg https://mebelcity.com/upload/iblock/4a2/4a23f278b81f1358074078d9fc2a7037.jpg https://mebelcity.com/upload/iblock/5fe/5feb3197e174724a090e035ceaede50c.jpg";;180;140;76;;;;80;;;"МДФ\Стекло закаленное";;Металл;;"Шампань матовый";;;;"Шампань матовый";;"<h1>Стол DOUGLAS 140 шампань матовый</h1>
<p>Раскладной обеденный стол на 4-х ножках.</p>
<p>Описание модели: </p>
<li>Столешница - МДФ окрашенный + матовое стекло цвета шампань.</li>
<li>Легко раскладывается, вставка ""бабочка"" (без стекла), хранится под столешницей.</li>
<li>Ноги стола - металл, окрашенный в цвет столешницы - шампань.</li>
<li>Упакован в 1 коробку.</li>
";65;0,23;Китай;"ESOU (LANGFANG) IMPORT AND EXPORT TRADE COMPANY LIMITED";Раскладной;16850.00;17700.00;26950.00;14041.00;15458.00;93;
SDCN01GREY645#;"Стул MARTIN GREY 645#, экокожа М-City";"https://mebelcity.com/upload/iblock/df1/df1705a5d6e88a701b44479621885b45.jpg https://mebelcity.com/upload/iblock/c00/c00e36131bcaab4d5f54ddfdd77c0c85.jpg https://mebelcity.com/upload/iblock/b3c/b3cd11f6d8c148d527f8413f92ae4f72.jpg";;;;;46;47;;;94;59;;Экокожа;Металл;;;Серый;;;Хром;;"<h1>Стул MARTIN</h1>
<p>Комфортный, стильный. компактный. Обивка - экокожа.</p>
<p>Каркас стула - металлический в виде скобы, квадратная труба.</p>
<p>Упакован - 4 шт./2 кор.</p>

";7;0,093;Китай;"TIANJIN HLTD INDUSTRIAL CO.,LTD ";;2850.00;3000.00;4550.00;2375.00;2625.00;;
HT7017GNWHT160;"Стол CANBERRA 160 WHITE SANDED GLASS  белый матовый М-City";"https://mebelcity.com/upload/iblock/6cd/6cd835b6b3e20846d18fde8851baedf3.jpg https://mebelcity.com/upload/iblock/e2a/e2aa5e3f5c6a7f5ac970b86879b9b871.jpg";;210;160;76;;;;90;;;"МДФ\Стекло закаленное";;"МДФ окрашенный";;"Белый матовый";;;;"Белый матовый";;"<h1>Стол CANBERRA 160 WHITE</h1>
<p>Раскладной обеденный стол.</p>
<p>Описание модели: </p>
<ul>
<li>легко раскладывается одной рукой, вставка ""бабочка"" в цвете белый матовый (без стекла) хранится под столешницей.</li>
<li>Основание из стали матового брашированного цвета.</li>
<li>комбинированная столешница из МДФ и закаленного матового стекла 5 мм не боится влаги и не впитывает загрязнения.</li>
<li>Тумба стола - окрашенный МДФ в белом матовом цвете</li>
<li>Упакован в 3 коробки.</li>
</ul> 
";115;0,44;Китай;"HK HUAYA (HUIZHOU GUANNUO FURNITURE LIMTED COMPANY)";Раскладной;27650.00;29050.00;44250.00;23041.00;25333.00;;
UDC7031RU04;"Стул SEATTLE RU-04 хаки, экокожа М-City";"https://mebelcity.com/upload/iblock/cfe/cfea7a03432e99a682d122c62b218af2.jpg https://mebelcity.com/upload/iblock/d3d/d3da4d9ffa557788b795ee2b2a7dc4eb.jpg https://mebelcity.com/upload/iblock/c26/c263ee0c08c331cc789f4cec35c7d750.jpg";;;;;49;47;;;84;61;;Экокожа;Металл;;;Хаки;;;Чёрный;;"<h1>Стул SEATTLE хаки</h1>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 4 шт./2 кор.</p>




";7,2;0,1;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;3050.00;3200.00;4900.00;2541.00;2791.00;98;
UDC7031RU05;"Стул SEATTLE RU-05 шоколадный, экокожа М-City";"https://mebelcity.com/upload/iblock/596/596dcc6e0b513fe9e882448cacf41790.jpg https://mebelcity.com/upload/iblock/c80/c805c9a2bea33d45c31129f6ce5e547c.jpg https://mebelcity.com/upload/iblock/f87/f8777dfa79734b5d68657398604ef645.jpg";;;;;49;47;;;84;61;;Экокожа;Металл;;;Шоколадный;;;Чёрный;;"<h1>Стул SEATTLE шоколадный</h1>
<p>Сиденье обито экокожей в винтажном цвете.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 4 шт./2 кор.</p>




";7,2;0,1;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;3050.00;3200.00;4900.00;2541.00;2791.00;;"08.06.2020 0:00:00"
